degradation,method,confidence_bin,N_frames,ADE_mean,ADE_std,ADE_median,ADE_min,ADE_max,ADE_p25,ADE_p75
bias_medium,noisy_input,high,220,0.04233614282513207,0.013584644758343452,0.0481833778321743,0.018522178754210472,0.06126352772116661,0.03133554011583328,0.05310067534446716
bias_medium,noisy_input,mid,2220,0.1339530876359424,0.037312928072225755,0.1341482698917389,0.0706474781036377,0.20763111114501953,0.10210229456424713,0.16677053272724152
bias_medium,noisy_input,low,1560,0.2880081167874428,0.06580969118287006,0.27506279945373535,0.20911908149719238,0.5542882084846497,0.24418862164020538,0.31757035851478577
bias_medium,stage3_cond_residual_t20,high,220,0.04750465570779687,0.022162812378895502,0.049632685258984566,0.004089112393558025,0.0954039916396141,0.031189724802970886,0.06567448563873768
bias_medium,stage3_cond_residual_t20,mid,2220,0.135917606743405,0.03918599529589467,0.13437029719352722,0.038465529680252075,0.24643568694591522,0.10542456433176994,0.1631053201854229
bias_medium,stage3_cond_residual_t20,low,1560,0.2841569752742847,0.06743542268040745,0.2675224542617798,0.16004259884357452,0.5624329447746277,0.23873012885451317,0.31427064538002014
bias_medium,formal_e1_linear_gate,high,220,0.04195778806355189,0.014742773565160265,0.042579181492328644,0.015204801224172115,0.06798743456602097,0.03287807013839483,0.05493864230811596
bias_medium,formal_e1_linear_gate,mid,2220,0.13393345361424458,0.03730318410473037,0.13198641687631607,0.06362511217594147,0.22595353424549103,0.10410119965672493,0.16227241978049278
bias_medium,formal_e1_linear_gate,low,1560,0.2846246141271713,0.06629311599954409,0.2666036784648895,0.1758112609386444,0.5621026754379272,0.24004905298352242,0.3163130134344101
bias_medium,V1_abs_anchor_smooth,high,220,0.04933738283897665,0.020475197386325732,0.04857172444462776,0.01460650097578764,0.12843219935894012,0.03858847822993994,0.05822594463825226
bias_medium,V1_abs_anchor_smooth,mid,2220,0.13595723782724758,0.04321679906644623,0.13301220536231995,0.010123705491423607,0.3203412592411041,0.10277539119124413,0.1683311015367508
bias_medium,V1_abs_anchor_smooth,low,1560,0.2897605824499176,0.07386567260865715,0.28027956187725067,0.10455664992332458,0.5711687803268433,0.23983065783977509,0.33112432807683945
bias_medium,V2_uniform_cond_motion,high,220,0.04428756009279327,0.015262843112518628,0.04617070220410824,0.010865524411201477,0.08823475241661072,0.03444525878876448,0.055623739026486874
bias_medium,V2_uniform_cond_motion,mid,2220,0.13436300585147093,0.03860170886658323,0.13354840129613876,0.030032789334654808,0.25888592004776,0.10291062109172344,0.16384754702448845
bias_medium,V2_uniform_cond_motion,low,1560,0.2882646428182339,0.06709499205602425,0.27564968168735504,0.1725340634584427,0.5804162621498108,0.24278758466243744,0.3202750012278557
