method,method_label,missing_condition,trajectory_idx,seed_idx,case_id,population_unit,span_start,span_end,masked_ADE,masked_RMSE,endpoint_error,path_length_error,acceleration_error
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,217,2,traj217_seed2,trajectory_seed,8,11,0.3272286653518677,0.2381182312965393,0.39147642254829407,0.3488132953643799,0.13418510556221008
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,217,3,traj217_seed3,trajectory_seed,8,11,1.4681344032287598,1.0813560485839844,1.9920581579208374,0.13627886772155762,0.1827668994665146
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,217,4,traj217_seed4,trajectory_seed,8,11,0.6660062074661255,0.47356951236724854,0.7481444478034973,0.7195409536361694,0.14913026988506317
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,218,0,traj218_seed0,trajectory_seed,8,11,1.097640037536621,0.9092876315116882,2.083379030227661,1.553236484527588,0.13484859466552734
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,218,1,traj218_seed1,trajectory_seed,8,11,0.6422659158706665,0.5564711689949036,1.3384296894073486,0.5765171051025391,0.12143877148628235
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,218,2,traj218_seed2,trajectory_seed,8,11,0.8343351483345032,0.6885859966278076,1.5574367046356201,0.6700344085693359,0.14970256388187408
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,218,3,traj218_seed3,trajectory_seed,8,11,1.1327719688415527,0.8891067504882812,1.913272738456726,1.0015342235565186,0.1260417401790619
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,218,4,traj218_seed4,trajectory_seed,8,11,0.7550612688064575,0.6762613654136658,1.6539326906204224,0.9049451351165771,0.12961846590042114
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,219,0,traj219_seed0,trajectory_seed,8,11,0.9782696962356567,0.7424028515815735,1.4372249841690063,0.15984892845153809,0.12577380239963531
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,219,1,traj219_seed1,trajectory_seed,8,11,0.7351192235946655,0.593518078327179,1.2387734651565552,0.22811025381088257,0.08642994612455368
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,219,2,traj219_seed2,trajectory_seed,8,11,1.8002324104309082,1.4022791385650635,2.8070948123931885,1.7315874695777893,0.1843535602092743
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,219,3,traj219_seed3,trajectory_seed,8,11,0.6409212350845337,0.49275362491607666,0.9920121431350708,0.33048582077026367,0.13136574625968933
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,219,4,traj219_seed4,trajectory_seed,8,11,1.3665428161621094,1.0295923948287964,1.973987102508545,1.0077341198921204,0.14452217519283295
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,220,0,traj220_seed0,trajectory_seed,8,11,0.386968731880188,0.2934412956237793,0.5582214593887329,0.1120915412902832,0.037240877747535706
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,220,1,traj220_seed1,trajectory_seed,8,11,0.305425226688385,0.245864138007164,0.5480173826217651,0.4937143325805664,0.043098174035549164
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,220,2,traj220_seed2,trajectory_seed,8,11,0.6025228500366211,0.4659859836101532,0.9215743541717529,0.8002405166625977,0.06442169100046158
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,220,3,traj220_seed3,trajectory_seed,8,11,0.3690986633300781,0.29414212703704834,0.6478719711303711,0.7694799900054932,0.05658279359340668
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,220,4,traj220_seed4,trajectory_seed,8,11,0.16018152236938477,0.12215038388967514,0.07829967141151428,0.07794332504272461,0.0445246584713459
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,221,0,traj221_seed0,trajectory_seed,8,11,0.16980090737342834,0.1227356567978859,0.1508447229862213,0.1925358772277832,0.059601861983537674
