degradation,zeta,seed,trajectory_id,finite,first_nonfinite_step,first_nonfinite_stage,max_grad_norm,max_update_to_x_ratio,update_to_x_ratio_t99,update_to_x_ratio_t80,update_to_x_ratio_t60,update_to_x_ratio_t40,update_to_x_ratio_t20,update_to_x_ratio_t0
burst_medium,0.3,42,18,True,,none,28.733905792236328,1.7235011064917494,0.17313301611305204,0.04922274084220292,0.025026922527434797,0.12270350376065921,0.9065221754978807,1.7235011064917494
burst_medium,0.3,42,19,True,,none,28.811134338378906,1.5322599746654995,0.14104156259006573,0.02770147172691171,0.0365441861499693,0.05130455046061362,0.28398261222614263,1.5322599746654995
burst_medium,0.3,42,20,True,,none,28.29931640625,1.9123069170273044,0.06455350965906108,0.05826667916033682,0.044663611296102065,0.050236128131168026,1.4304001224149332,1.903282983961742
burst_medium,0.3,42,21,True,,none,27.95612907409668,1.640772675922262,0.03934863140762646,0.03174504548593186,0.044106966741990876,0.06819350507169432,0.7676801838379224,1.640772675922262
burst_medium,0.3,42,22,True,,none,27.57944107055664,1.7680985619466303,0.05805035382827575,0.05253851705835228,0.03637992132942014,0.056505600507162204,1.0293598357747331,1.7049987658238266
burst_medium,0.3,42,23,True,,none,27.82062339782715,1.7869944318154605,0.14632885919800814,0.13699565136270336,0.11873871766534334,0.29394870998707484,0.9303514246630691,1.7046156872690537
burst_medium,0.3,42,24,True,,none,27.41082763671875,1.7709291785631753,0.09881922056667178,0.034447633692785716,0.023824212053697016,0.03470989484806773,0.45795569917951734,1.4419691058769317
burst_medium,0.3,42,25,True,,none,28.458892822265625,1.670663113626492,0.10703975020815208,0.03947058692380858,0.03639504938749655,0.26212597820555733,0.9240631057606227,1.606414681323356
burst_medium,0.3,42,26,True,,none,28.183177947998047,1.7865206356559244,0.09846998183753498,0.049098934785593074,0.042028244173505154,0.07552247091063873,0.7107458299921499,1.63832798799024
burst_medium,0.3,42,27,True,,none,28.447509765625,1.5299660952152205,0.06437671512769844,0.06979109822236242,0.11057361760403152,0.29516132596784367,0.840552036273953,1.5299660952152205
burst_medium,0.3,42,28,True,,none,28.747066497802734,1.6325563885071834,0.09604041632377282,0.07327011312990274,0.03139519136149864,0.042446105741564315,0.7647668986555122,1.6233063456806902
burst_medium,0.3,42,29,True,,none,28.961353302001953,1.4788798182835525,0.09810609831378413,0.07103640157275952,0.022459539296552124,0.0835934452493903,0.4216062084573323,1.4788798182835525
burst_medium,0.3,42,30,True,,none,27.22256088256836,1.6203348282902286,0.10451894241237293,0.034334128867332676,0.053984383592678445,0.0717796388925026,0.5905762553609541,1.605920025773987
burst_medium,0.3,42,31,True,,none,28.161972045898438,1.7743426072984938,0.06519728033680505,0.026137352943381018,0.02834775804873591,0.038826593551046895,0.49353099327583794,1.7743426072984938
burst_medium,0.3,42,32,True,,none,27.79680061340332,1.4586721181472773,0.031010844707621086,0.028087868705760743,0.024220897660312848,0.046661401385378866,0.10590497055946799,1.3225832042819132
burst_medium,0.3,42,33,True,,none,29.260990142822266,1.728405405524327,0.10946767157354759,0.043833979358039905,0.01960697792300451,0.04057180704474158,0.7466061787299485,1.728405405524327
burst_medium,0.3,42,34,True,,none,28.40201759338379,1.6696420492023059,0.12260633762555528,0.09279901169115151,0.038598805104485844,0.07361114275652092,0.6684774259733702,1.603925105178439
burst_medium,0.3,42,35,True,,none,28.02620506286621,1.7069043862478162,0.07663822215884658,0.02663377365258794,0.03781338480828534,0.0725464761312982,0.932105039356134,1.6353346374533604
burst_medium,0.3,42,36,True,,none,29.125316619873047,1.202847279709855,0.22632667132777423,0.02028784651040058,0.029742339274045904,0.08422971098333375,0.5599005072608808,1.202847279709855
burst_medium,0.3,42,37,True,,none,28.343812942504883,1.5379883194423312,0.1746399681701499,0.044191467929959205,0.03230161974658148,0.0611275065535581,0.8408958450450489,1.5063710632312295
burst_medium,0.3,42,38,True,,none,28.007247924804688,1.788407978123167,0.12214642060516652,0.0769851963838178,0.06196056347066235,0.08257484181534919,1.0663325806188828,1.3606367673056496
burst_medium,0.3,42,39,True,,none,28.535879135131836,1.9244549895175995,0.08904988613292406,0.04906689106362265,0.050694333781821636,0.2353770354133325,1.0150701666470785,1.8360573520172039
burst_medium,0.3,42,40,True,,none,27.179609298706055,1.4615662531041897,0.04280986152569986,0.032332907515941096,0.01665623474223988,0.03849906829515035,0.2933871619105614,1.4615662531041897
burst_medium,0.3,42,41,True,,none,29.515718460083008,1.3586936974809594,0.1358809469807099,0.05719608438412114,0.041261154616837645,0.12247053535612701,0.6081851293329249,1.1607634564730762
burst_medium,0.3,42,42,True,,none,27.64705467224121,1.5196940067049232,0.08780599369788088,0.0591552393228889,0.04012439837068669,0.07123353477806994,0.6982852954104364,1.5196940067049232
