method,condition,metric,N,mean,std,median,min,max,p05,p25,p75,p95,source_file
savgol_w5_p2,span10_fixed_seed42,off_map_ratio,36073,2.772156460510631e-06,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span10_fixed_seed42,wall_crossing_count,36073,0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,ADE,36073,0.0025101711507886,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,FDE,36073,0.0007103301468305,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,RMSE,36073,0.0041365334764122,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,masked_ADE,36073,0.0082618640735745,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,masked_RMSE,36073,0.0088840294629335,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,off_map_ratio,36073,2.772156460510631e-06,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_fixed_seed42,wall_crossing_count,36073,0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
savgol_w5_p2,span20_random_seed42,ADE,36073,0.0025044227950274,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
